                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.99114,                0.46012,                0.79669,                0.70994,                0.64415,                0.71591,                0.56931,                 1.0693,                0.58751,                0.79368,               0.002575,               0.002575,               0.002575
                    152,                 1.0459,                0.49027,                0.79632,                0.72677,                0.63375,                 0.7139,                0.56721,                 1.0713,                0.58749,                0.79398,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.0043,                0.46859,                0.79779,                0.73602,                0.63376,                0.71737,                0.57036,                 1.0731,                0.59018,                0.79361,               0.002476,               0.002476,               0.002476
                    154,                0.96011,                0.47049,                0.78987,                0.73644,                0.63389,                0.71793,                0.57016,                 1.0669,                0.58516,                0.79325,              0.0024265,              0.0024265,              0.0024265
                    155,                  0.999,                0.48149,                0.80183,                0.74835,                0.63054,                0.71639,                0.56819,                 1.0675,                0.58201,                0.79343,               0.002377,               0.002377,               0.002377
                    156,                 1.0028,                0.46682,                0.79678,                0.76892,                0.62358,                0.71565,                0.56896,                 1.0689,                0.58398,                0.79333,              0.0023275,              0.0023275,              0.0023275
                    157,                0.96467,                0.45621,                0.79385,                  0.772,                0.62269,                 0.7184,                0.56917,                 1.0671,                0.58384,                0.79318,               0.002278,               0.002278,               0.002278
                    158,                0.91859,                0.44571,                0.78708,                0.76244,                   0.63,                0.72123,                0.57114,                 1.0709,                0.58448,                0.79309,              0.0022285,              0.0022285,              0.0022285
                    159,                0.96159,                0.46203,                0.79448,                0.78292,                0.61583,                0.72073,                0.56993,                 1.0748,                0.58494,                0.79306,               0.002179,               0.002179,               0.002179
                    160,                0.95505,                 0.4597,                0.79114,                0.76197,                0.63146,                 0.7198,                0.57086,                 1.0819,                0.58456,                0.79298,              0.0021295,              0.0021295,              0.0021295
                    161,                0.94474,                0.45174,                0.79326,                0.76077,                0.63331,                0.72386,                 0.5747,                 1.0834,                0.58557,                0.79291,                0.00208,                0.00208,                0.00208
                    162,                0.96885,                0.44998,                0.78868,                0.76923,                0.62933,                 0.7215,                0.57297,                 1.0867,                 0.5852,                 0.7928,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.0132,                0.46837,                0.79538,                 0.7637,                 0.6259,                0.72378,                0.57603,                  1.092,                0.58514,                0.79267,               0.001981,               0.001981,               0.001981
                    164,                0.95006,                 0.4555,                0.79659,                0.77018,                0.61882,                0.72248,                0.57373,                 1.0929,                0.58547,                0.79258,              0.0019315,              0.0019315,              0.0019315
                    165,                0.94338,                0.43632,                0.78641,                0.77402,                0.61499,                0.72245,                0.57304,                 1.0935,                 0.5872,                 0.7927,               0.001882,               0.001882,               0.001882
                    166,                0.93483,                0.44881,                 0.7922,                0.76661,                0.62315,                 0.7236,                0.57459,                 1.0905,                0.58521,                0.79258,              0.0018325,              0.0018325,              0.0018325
                    167,                0.99337,                0.45004,                0.79302,                0.75532,                0.63482,                0.72473,                0.57334,                 1.0897,                0.58346,                0.79252,               0.001783,               0.001783,               0.001783
                    168,                0.93579,                0.44367,                0.79297,                0.74959,                0.64186,                0.72349,                0.57251,                  1.086,                 0.5803,                 0.7924,              0.0017335,              0.0017335,              0.0017335
                    169,                0.90145,                0.43912,                0.78843,                0.75429,                0.62888,                0.72254,                0.57269,                 1.0851,                0.57897,                0.79224,               0.001684,               0.001684,               0.001684
                    170,                0.90236,                0.43661,                0.79425,                0.77083,                0.61248,                0.72142,                0.57331,                 1.0853,                0.57815,                0.79261,              0.0016345,              0.0016345,              0.0016345
                    171,                0.91008,                0.43156,                0.78598,                0.77212,                0.61441,                0.72142,                0.57309,                 1.0836,                0.57851,                0.79276,               0.001585,               0.001585,               0.001585
                    172,                 0.8766,                0.42584,                 0.7859,                0.77247,                0.61699,                0.71952,                0.57364,                 1.0892,                0.57901,                0.79283,              0.0015355,              0.0015355,              0.0015355
                    173,                0.88086,                0.42826,                0.78847,                0.76725,                0.61412,                 0.7204,                0.57305,                 1.0919,                0.57939,                0.79283,               0.001486,               0.001486,               0.001486
                    174,                0.91889,                0.43598,                0.78811,                0.78035,                0.60873,                0.71983,                0.57141,                 1.0945,                0.58025,                0.79284,              0.0014365,              0.0014365,              0.0014365
                    175,                0.92278,                 0.4281,                0.79513,                0.78173,                0.60998,                0.71768,                0.57009,                 1.0946,                0.58033,                 0.7928,               0.001387,               0.001387,               0.001387
                    176,                0.89982,                0.42705,                0.79136,                0.76039,                0.62694,                0.71753,                0.57104,                 1.0961,                0.57786,                0.79262,              0.0013375,              0.0013375,              0.0013375
                    177,                0.88933,                 0.4122,                0.78793,                0.77366,                 0.6165,                0.71897,                0.57323,                 1.1011,                 0.5797,                0.79268,               0.001288,               0.001288,               0.001288
                    178,                0.88009,                0.41198,                0.79089,                0.77567,                 0.6186,                0.71995,                0.57275,                 1.1018,                0.58062,                 0.7926,              0.0012385,              0.0012385,              0.0012385
                    179,                 0.8998,                 0.4147,                0.78574,                0.77676,                0.61762,                0.71916,                0.57328,                 1.1036,                0.58075,                0.79254,               0.001189,               0.001189,               0.001189
                    180,                0.86272,                0.41555,                0.79056,                0.77799,                 0.6192,                0.71831,                0.57075,                 1.1035,                 0.5808,                0.79251,              0.0011395,              0.0011395,              0.0011395
                    181,                0.94488,                0.42597,                0.79055,                0.77822,                0.61899,                0.71729,                0.56975,                 1.1029,                0.58172,                0.79256,                0.00109,                0.00109,                0.00109
                    182,                0.84122,                0.40137,                 0.7908,                0.77686,                0.61925,                0.71763,                0.57066,                  1.101,                0.58208,                0.79268,              0.0010405,              0.0010405,              0.0010405
                    183,                0.83885,                0.40287,                0.79367,                0.77641,                0.61929,                0.71719,                0.56972,                 1.1007,                 0.5796,                0.79257,               0.000991,               0.000991,               0.000991
                    184,                0.84722,                0.40186,                0.78887,                0.77741,                0.61688,                0.71734,                0.57026,                  1.105,                0.57992,                0.79251,              0.0009415,              0.0009415,              0.0009415
                    185,                0.85005,                0.40819,                0.78675,                0.77735,                0.61565,                0.71121,                0.56589,                 1.1098,                0.57978,                0.79256,               0.000892,               0.000892,               0.000892
                    186,                0.87668,                0.40206,                0.78209,                 0.7796,                0.60987,                0.71135,                0.56544,                 1.1122,                 0.5816,                0.79267,              0.0008425,              0.0008425,              0.0008425
                    187,                0.91126,                0.39789,                0.79013,                0.77645,                0.61234,                0.71071,                0.56441,                 1.1156,                0.58393,                0.79278,               0.000793,               0.000793,               0.000793
                    188,                0.87331,                0.40823,                 0.7938,                0.77699,                0.61281,                0.71095,                0.56489,                 1.1164,                0.58346,                0.79292,              0.0007435,              0.0007435,              0.0007435
                    189,                0.81474,                0.39226,                0.78625,                0.77708,                0.61399,                0.71023,                0.56377,                 1.1159,                0.58409,                0.79296,               0.000694,               0.000694,               0.000694
                    190,                0.79429,                0.36273,                0.78891,                0.77535,                0.61546,                 0.7104,                0.56384,                 1.1191,                  0.583,                0.79305,              0.0006445,              0.0006445,              0.0006445
                    191,                0.81632,                0.36631,                0.77729,                0.76856,                0.62059,                0.71032,                0.56311,                 1.1203,                0.58216,                0.79312,               0.000595,               0.000595,               0.000595
                    192,                0.75878,                0.35355,                0.78698,                0.76789,                0.62149,                0.71112,                0.56473,                 1.1215,                0.58174,                 0.7931,              0.0005455,              0.0005455,              0.0005455
                    193,                0.78759,                0.35757,                0.78291,                0.78434,                  0.606,                0.71097,                0.56451,                 1.1285,                0.58209,                0.79329,               0.000496,               0.000496,               0.000496
                    194,                0.72786,                0.34132,                0.79025,                0.78182,                0.60878,                0.71033,                0.56478,                  1.129,                0.58114,                0.79319,              0.0004465,              0.0004465,              0.0004465
                    195,                0.78668,                0.35008,                0.79548,                0.77846,                0.61041,                0.70958,                0.56732,                  1.134,                0.58218,                0.79326,               0.000397,               0.000397,               0.000397
                    196,                0.77593,                0.34725,                0.78359,                 0.7786,                0.61087,                0.70989,                 0.5665,                 1.1351,                0.58069,                0.79328,              0.0003475,              0.0003475,              0.0003475
                    197,                0.72239,                 0.3361,                0.78816,                0.78146,                0.61362,                0.71033,                0.56699,                  1.136,                0.58104,                0.79333,               0.000298,               0.000298,               0.000298
                    198,                0.69636,                0.34025,                0.78198,                0.78152,                  0.614,                0.71037,                0.56725,                   1.14,                0.58132,                0.79331,              0.0002485,              0.0002485,              0.0002485
                    199,                0.69056,                0.33547,                0.78743,                0.78328,                0.61737,                0.71149,                 0.5675,                 1.1422,                0.58126,                0.79329,               0.000199,               0.000199,               0.000199

