                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.0731,                0.49031,                0.79218,                0.66479,                0.65922,                0.71016,                0.56938,                 1.0828,                0.63236,                0.79359,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.0454,                0.47937,                0.79651,                0.64229,                0.66175,                0.71071,                0.57062,                 1.0817,                0.63297,                0.79348,               0.002476,               0.002476,               0.002476
                    154,                 1.0492,                0.48714,                0.79246,                0.64407,                0.65061,                0.70978,                0.56839,                 1.0816,                0.63272,                0.79378,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.1395,                0.49283,                0.79656,                0.64179,                0.65469,                0.71143,                0.56964,                 1.0818,                0.62873,                0.79361,               0.002377,               0.002377,               0.002377
                    156,                 1.0213,                0.47025,                 0.7969,                0.78454,                0.59093,                0.71113,                0.57043,                 1.0855,                0.63011,                0.79367,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.0481,                0.48215,                0.80264,                0.77624,                0.59988,                0.71286,                0.57101,                 1.0881,                0.63009,                0.79363,               0.002278,               0.002278,               0.002278
                    158,                 0.9587,                 0.4644,                0.79162,                0.76699,                0.59997,                0.71463,                0.57335,                 1.0864,                0.62994,                0.79345,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.0027,                0.47419,                0.79085,                0.76162,                0.60386,                 0.7143,                  0.574,                 1.0954,                0.62965,                0.79369,               0.002179,               0.002179,               0.002179
                    160,                 1.0603,                0.48299,                0.79425,                0.68961,                0.63471,                0.71485,                0.57333,                 1.0958,                0.62919,                0.79356,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.0883,                0.47562,                0.79339,                0.66397,                0.65026,                 0.7156,                0.57404,                 1.0976,                0.62795,                0.79355,                0.00208,                0.00208,                0.00208
                    162,                  1.027,                0.47182,                0.79219,                0.77446,                0.60689,                 0.7139,                0.57214,                 1.0978,                0.62666,                 0.7934,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.0648,                0.46661,                0.79095,                0.77251,                0.60271,                 0.7114,                0.56899,                 1.0992,                0.62704,                0.79335,               0.001981,               0.001981,               0.001981
                    164,                 1.0248,                0.47197,                0.79091,                 0.7728,                0.60194,                0.71177,                0.57062,                 1.1004,                0.62696,                0.79331,              0.0019315,              0.0019315,              0.0019315
                    165,                0.95725,                0.44903,                0.79387,                0.77423,                0.59574,                0.71084,                0.56899,                 1.1015,                0.62603,                0.79329,               0.001882,               0.001882,               0.001882
                    166,                 1.0354,                0.46826,                 0.7912,                0.77487,                0.59602,                0.71152,                0.56992,                 1.1041,                0.62314,                0.79321,              0.0018325,              0.0018325,              0.0018325
                    167,                   1.03,                 0.4645,                0.79436,                  0.775,                0.59497,                0.71149,                0.57126,                 1.1047,                0.62155,                0.79332,               0.001783,               0.001783,               0.001783
                    168,                0.95082,                0.45374,                0.79715,                0.77627,                0.59493,                0.71115,                0.56995,                 1.1065,                0.62465,                0.79316,              0.0017335,              0.0017335,              0.0017335
                    169,                0.99031,                0.44052,                0.79116,                0.78054,                0.59191,                0.71091,                0.57094,                 1.1075,                0.62512,                  0.793,               0.001684,               0.001684,               0.001684
                    170,                0.98734,                0.45059,                 0.8005,                0.77891,                0.59245,                0.71178,                0.57086,                  1.108,                0.62459,                0.79295,              0.0016345,              0.0016345,              0.0016345
                    171,                0.97569,                0.44857,                0.78644,                0.80201,                0.58371,                0.71109,                0.57193,                  1.108,                0.62481,                0.79293,               0.001585,               0.001585,               0.001585
                    172,                0.95249,                0.43446,                0.79081,                0.80179,                0.58642,                0.71077,                0.57169,                 1.1046,                0.62463,                 0.7929,              0.0015355,              0.0015355,              0.0015355
                    173,                0.96812,                0.43905,                0.79542,                 0.6554,                0.65753,                0.71085,                0.57142,                 1.1061,                0.62445,                0.79286,               0.001486,               0.001486,               0.001486
                    174,                0.98329,                0.44415,                0.78941,                  0.665,                 0.6578,                0.71066,                0.57141,                  1.107,                0.62483,                0.79295,              0.0014365,              0.0014365,              0.0014365
                    175,                0.92342,                0.43893,                0.78722,                0.66686,                0.65835,                0.71073,                0.57073,                 1.1062,                0.62327,                0.79289,               0.001387,               0.001387,               0.001387
                    176,                0.93678,                0.42745,                0.79156,                0.66975,                0.65739,                0.71038,                0.57155,                 1.1084,                0.62381,                0.79288,              0.0013375,              0.0013375,              0.0013375
                    177,                0.97505,                0.44405,                0.78788,                0.69344,                0.64411,                0.71036,                0.57107,                 1.1125,                0.62365,                0.79287,               0.001288,               0.001288,               0.001288
                    178,                0.94424,                0.44104,                0.78955,                0.69784,                0.63895,                0.71039,                0.57085,                 1.1139,                0.62362,                0.79281,              0.0012385,              0.0012385,              0.0012385
                    179,                0.90133,                0.42722,                0.79349,                0.70164,                0.63849,                0.70983,                0.57023,                 1.1164,                0.62449,                0.79277,               0.001189,               0.001189,               0.001189
                    180,                0.99949,                0.43763,                0.79435,                0.72384,                0.63466,                0.71081,                0.57008,                 1.1158,                0.62393,                 0.7927,              0.0011395,              0.0011395,              0.0011395
                    181,                0.96804,                0.42964,                0.78516,                0.72333,                0.63629,                0.71125,                0.57064,                 1.1179,                0.62166,                0.79265,                0.00109,                0.00109,                0.00109
                    182,                0.92541,                 0.4118,                0.78738,                 0.7234,                0.63747,                0.71209,                0.57002,                 1.1196,                0.62042,                0.79258,              0.0010405,              0.0010405,              0.0010405
                    183,                0.90628,                0.42079,                0.78989,                0.71844,                0.63973,                0.71184,                0.57112,                 1.1196,                0.61756,                0.79246,               0.000991,               0.000991,               0.000991
                    184,                0.96949,                0.43611,                0.78523,                0.72057,                0.63851,                0.71185,                0.57064,                 1.1231,                0.61847,                0.79265,              0.0009415,              0.0009415,              0.0009415
                    185,                0.88276,                0.41175,                0.79023,                0.72272,                0.63777,                0.71208,                0.57028,                 1.1265,                0.61953,                0.79249,               0.000892,               0.000892,               0.000892
                    186,                0.92459,                0.42499,                0.78896,                0.72403,                0.63803,                0.71644,                0.57328,                 1.1281,                0.61843,                0.79244,              0.0008425,              0.0008425,              0.0008425
                    187,                0.87358,                0.41482,                0.78301,                 0.7249,                0.63846,                0.71666,                0.57374,                 1.1301,                0.61859,                0.79238,               0.000793,               0.000793,               0.000793
                    188,                0.95392,                0.42157,                0.79146,                0.72735,                0.63769,                0.71613,                0.57375,                 1.1297,                0.61805,                0.79246,              0.0007435,              0.0007435,              0.0007435
                    189,                0.87747,                0.40031,                0.78894,                0.73064,                 0.6362,                0.71652,                0.57482,                 1.1329,                0.61747,                0.79233,               0.000694,               0.000694,               0.000694
                    190,                 0.8648,                0.37868,                0.78001,                0.73318,                0.63569,                0.71662,                0.57469,                 1.1321,                0.61745,                0.79235,              0.0006445,              0.0006445,              0.0006445
                    191,                0.84789,                0.37233,                 0.7865,                0.73509,                0.63428,                0.71665,                0.57504,                 1.1348,                0.61729,                0.79234,               0.000595,               0.000595,               0.000595
                    192,                0.82858,                0.37679,                 0.7805,                0.73656,                0.63344,                0.71679,                0.57525,                 1.1362,                0.61719,                0.79233,              0.0005455,              0.0005455,              0.0005455
                    193,                0.78057,                0.35814,                0.78251,                0.73759,                0.62886,                0.71732,                0.57563,                  1.141,                0.61684,                0.79233,               0.000496,               0.000496,               0.000496
                    194,                0.77245,                0.36083,                0.78632,                0.73839,                 0.6281,                0.71667,                0.57459,                  1.143,                0.61773,                0.79233,              0.0004465,              0.0004465,              0.0004465
                    195,                0.79348,                0.36766,                0.78187,                0.73867,                0.62781,                0.71711,                  0.575,                 1.1455,                0.61711,                 0.7922,               0.000397,               0.000397,               0.000397
                    196,                0.79068,                 0.3539,                0.78545,                0.74047,                0.62793,                 0.7176,                0.57521,                 1.1492,                0.61661,                0.79208,              0.0003475,              0.0003475,              0.0003475
                    197,                0.74005,                0.34884,                0.78304,                0.74107,                0.62649,                0.71715,                0.57449,                 1.1505,                0.61602,                0.79218,               0.000298,               0.000298,               0.000298
                    198,                0.75864,                0.33873,                0.78592,                0.74203,                0.62543,                0.71711,                0.57417,                  1.155,                0.61546,                0.79212,              0.0002485,              0.0002485,              0.0002485
                    199,                0.75066,                 0.3502,                0.78524,                 0.7426,                0.62436,                0.71663,                0.57339,                 1.1555,                0.61479,                 0.7922,               0.000199,               0.000199,               0.000199
