                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.63735,                0.39649,                0.79363,                 0.8097,                0.65802,                0.78653,                0.63065,                0.68227,                0.50016,                0.79158,              0.0061885,              0.0061885,              0.0061885
                    157,                0.61728,                0.39134,                0.78662,                 0.7915,                0.66382,                0.78826,                0.63157,                0.68207,                0.49999,                0.79146,              0.0061637,              0.0061637,              0.0061637
                    158,                0.64756,                0.39433,                0.78832,                0.78005,                0.66942,                0.78747,                0.63067,                0.68228,                0.49995,                0.79153,               0.006139,               0.006139,               0.006139
                    159,                0.63971,                0.38844,                 0.7907,                 0.8055,                0.65099,                0.78842,                0.63079,                0.68224,                0.49825,                0.79164,              0.0061142,              0.0061142,              0.0061142
                    160,                0.64291,                0.39121,                0.79323,                 0.8004,                0.65288,                0.78678,                0.62968,                0.68134,                0.49693,                0.79178,              0.0060895,              0.0060895,              0.0060895
                    161,                0.61577,                0.37856,                0.78241,                0.77129,                 0.6808,                0.78787,                 0.6331,                0.68133,                 0.4976,                0.79155,              0.0060647,              0.0060647,              0.0060647
                    162,                0.62901,                 0.3873,                0.78808,                 0.7726,                0.67729,                0.78721,                0.63035,                0.68047,                0.49585,                0.79171,                0.00604,                0.00604,                0.00604
                    163,                0.63941,                0.39092,                0.78872,                 0.7987,                0.66941,                0.78712,                 0.6295,                0.68135,                0.49535,                0.79153,              0.0060152,              0.0060152,              0.0060152
                    164,                0.60623,                0.36897,                0.78692,                 0.8171,                 0.6632,                0.78727,                0.63268,                0.68072,                0.49407,                0.79158,              0.0059905,              0.0059905,              0.0059905
                    165,                0.60972,                0.38274,                 0.7936,                0.81578,                0.66078,                0.78727,                0.63185,                0.68148,                0.49407,                0.79153,              0.0059658,              0.0059658,              0.0059658
                    166,                0.60949,                0.36927,                0.79148,                0.81234,                0.66526,                0.78788,                0.63197,                0.68063,                0.49613,                0.79141,               0.005941,               0.005941,               0.005941
                    167,                0.62546,                0.37595,                0.79532,                0.81386,                0.66331,                0.79055,                0.63492,                0.68122,                0.49404,                0.79129,              0.0059163,              0.0059163,              0.0059163
                    168,                0.60588,                0.37603,                0.79065,                0.80659,                0.66111,                0.79017,                0.63561,                0.68064,                0.49664,                0.79119,              0.0058915,              0.0058915,              0.0058915
                    169,                0.61552,                0.37429,                0.79367,                0.80545,                0.66549,                0.78903,                0.63453,                0.68183,                0.49631,                0.79118,              0.0058668,              0.0058668,              0.0058668
                    170,                0.60077,                0.38278,                0.78098,                0.79112,                0.66644,                 0.7875,                0.63407,                0.68191,                0.49522,                0.79116,               0.005842,               0.005842,               0.005842
                    171,                0.60738,                0.37659,                0.78453,                0.79041,                0.66721,                 0.7902,                0.63657,                 0.6819,                0.49489,                0.79108,              0.0058173,              0.0058173,              0.0058173
                    172,                0.59695,                0.36977,                0.78616,                0.78749,                0.66929,                0.79083,                0.63676,                0.68121,                0.49548,                0.79108,              0.0057925,              0.0057925,              0.0057925
                    173,                0.59575,                 0.3746,                0.78941,                0.78343,                0.67249,                0.79205,                0.63749,                 0.6806,                0.49687,                0.79104,              0.0057678,              0.0057678,              0.0057678
                    174,                0.61809,                0.38279,                0.79153,                0.78095,                0.67673,                0.79261,                0.63743,                 0.6812,                 0.4971,                0.79107,               0.005743,               0.005743,               0.005743
                    175,                0.59846,                 0.3746,                0.78496,                0.77771,                0.67426,                 0.7907,                0.63742,                0.68099,                0.49809,                0.79113,              0.0057183,              0.0057183,              0.0057183
                    176,                0.61268,                0.37526,                0.78241,                 0.7742,                0.67656,                0.79095,                0.63752,                0.68057,                0.49856,                0.79113,              0.0056935,              0.0056935,              0.0056935
                    177,                0.59965,                0.37699,                0.78407,                0.77252,                 0.6764,                0.79053,                0.63688,                0.68078,                0.49807,                0.79116,              0.0056688,              0.0056688,              0.0056688
                    178,                0.58814,                0.36383,                0.79212,                0.77189,                0.67597,                 0.7907,                0.63848,                0.68023,                 0.4972,                0.79117,               0.005644,               0.005644,               0.005644
                    179,                0.60928,                 0.3759,                0.78521,                0.80575,                0.64974,                0.78569,                0.63364,                0.68088,                0.49758,                0.79129,              0.0056193,              0.0056193,              0.0056193
                    180,                0.60786,                0.38023,                0.78682,                0.81565,                0.64961,                0.78626,                0.63383,                0.68096,                0.49851,                0.79131,              0.0055945,              0.0055945,              0.0055945
                    181,                0.60203,                0.36579,                0.78614,                0.81708,                0.64719,                0.78535,                0.63288,                0.68156,                0.49766,                0.79137,              0.0055698,              0.0055698,              0.0055698
                    182,                0.58497,                0.36823,                0.78404,                0.72656,                0.71015,                0.78514,                0.63219,                0.68118,                 0.4984,                 0.7914,               0.005545,               0.005545,               0.005545
                    183,                0.59536,                0.37415,                0.78109,                 0.7237,                0.71273,                0.78377,                0.63042,                0.68093,                0.49964,                0.79156,              0.0055202,              0.0055202,              0.0055202
                    184,                0.57559,                0.35988,                0.78684,                0.72478,                0.71262,                0.78495,                0.63256,                 0.6809,                0.49995,                0.79153,              0.0054955,              0.0054955,              0.0054955
                    185,                0.57459,                0.35035,                0.78887,                0.72376,                0.71172,                0.78563,                0.63396,                0.68087,                0.49963,                0.79159,              0.0054707,              0.0054707,              0.0054707
                    186,                0.61421,                0.36646,                0.78758,                0.72764,                 0.7117,                0.78573,                0.63374,                0.68131,                0.50012,                0.79161,               0.005446,               0.005446,               0.005446
                    187,                0.60821,                0.36959,                0.79377,                0.72816,                0.71379,                0.78546,                0.63318,                 0.6817,                 0.5002,                0.79165,              0.0054212,              0.0054212,              0.0054212
                    188,                0.58426,                0.37347,                0.78341,                0.72676,                0.71245,                0.78552,                0.63352,                0.68109,                0.50181,                0.79166,              0.0053965,              0.0053965,              0.0053965
                    189,                0.58752,                0.36204,                0.78973,                0.74599,                0.69344,                0.78566,                0.63301,                0.68225,                0.50216,                0.79161,              0.0053717,              0.0053717,              0.0053717
                    190,                0.60106,                0.35607,                 0.7842,                0.74565,                0.69374,                0.78474,                0.63436,                0.68155,                0.50381,                0.79159,               0.005347,               0.005347,               0.005347
                    191,                0.61517,                 0.3724,                0.78643,                 0.7441,                0.69388,                0.78417,                0.63458,                0.68207,                0.50232,                0.79158,              0.0053223,              0.0053223,              0.0053223
                    192,                0.59229,                0.35513,                 0.7858,                0.74313,                0.69388,                0.78422,                0.63378,                0.68187,                0.50207,                0.79163,              0.0052975,              0.0052975,              0.0052975
                    193,                0.59733,                0.35593,                0.78306,                0.73915,                0.69611,                0.78434,                0.63353,                0.68173,                0.50183,                0.79162,              0.0052727,              0.0052727,              0.0052727
                    194,                0.58632,                0.35573,                 0.7895,                0.73914,                0.69617,                0.78214,                0.63155,                 0.6816,                0.50082,                0.79173,               0.005248,               0.005248,               0.005248
                    195,                0.57987,                0.35605,                0.78279,                0.73882,                0.69625,                0.77774,                0.62755,                0.68236,                0.50048,                0.79176,              0.0052233,              0.0052233,              0.0052233
                    196,                0.59488,                0.35354,                0.78652,                0.74754,                0.69613,                0.77785,                0.62688,                0.68227,                0.50193,                0.79167,              0.0051985,              0.0051985,              0.0051985
                    197,                  0.572,                0.34876,                0.78051,                 0.7221,                0.72094,                0.77723,                0.62805,                0.68189,                0.50207,                0.79168,              0.0051737,              0.0051737,              0.0051737
                    198,                0.56118,                0.34704,                0.78376,                0.72037,                0.72028,                0.77684,                0.62628,                0.68327,                0.50215,                0.79173,               0.005149,               0.005149,               0.005149
                    199,                0.59742,                0.36008,                 0.7821,                0.71997,                0.72039,                0.77656,                0.62588,                0.68346,                0.50316,                0.79165,              0.0051243,              0.0051243,              0.0051243
                    200,                0.54394,                0.34056,                0.78466,                0.72151,                0.71881,                0.77644,                0.62683,                0.68375,                0.50361,                0.79175,              0.0050995,              0.0050995,              0.0050995
                    201,                0.56824,                0.33949,                0.78349,                0.74825,                0.69726,                0.77654,                0.62708,                0.68418,                0.50273,                0.79167,              0.0050747,              0.0050747,              0.0050747
                    202,                0.56525,                 0.3585,                0.78379,                0.74916,                0.69741,                0.77572,                0.62524,                0.68447,                0.50423,                0.79166,                0.00505,                0.00505,                0.00505
                    203,                0.57618,                0.34874,                0.78556,                0.72365,                0.71818,                0.77573,                 0.6267,                0.68465,                0.50323,                0.79163,              0.0050253,              0.0050253,              0.0050253
                    204,                0.56642,                0.35433,                0.78089,                0.72541,                0.71758,                0.77567,                0.62553,                0.68576,                0.50399,                0.79153,              0.0050005,              0.0050005,              0.0050005
                    205,                0.55671,                0.34515,                0.78259,                0.74805,                0.70345,                0.77665,                0.62569,                0.68581,                0.50382,                0.79148,              0.0049758,              0.0049758,              0.0049758
                    206,                 0.5625,                0.34157,                0.77943,                0.74705,                0.70426,                0.77751,                0.62675,                0.68623,                0.50438,                0.79151,               0.004951,               0.004951,               0.004951
                    207,                0.53737,                0.33207,                0.78476,                 0.7474,                0.70403,                0.77681,                0.62737,                0.68627,                0.50391,                0.79151,              0.0049263,              0.0049263,              0.0049263
                    208,                0.56375,                0.34266,                0.77758,                0.74718,                0.70472,                0.77694,                0.62827,                0.68616,                0.50381,                 0.7915,              0.0049015,              0.0049015,              0.0049015
                    209,                0.57348,                0.35185,                0.79349,                0.74553,                0.71446,                0.77708,                0.62831,                0.68735,                0.50383,                0.79147,              0.0048768,              0.0048768,              0.0048768
                    210,                0.54556,                0.34191,                0.78695,                0.74549,                0.70584,                0.77743,                0.62735,                 0.6883,                0.50585,                0.79158,               0.004852,               0.004852,               0.004852
                    211,                0.56251,                0.34657,                0.78627,                0.74439,                0.70618,                0.77748,                0.62809,                0.68762,                0.50508,                0.79151,              0.0048272,              0.0048272,              0.0048272
                    212,                0.55233,                0.33716,                0.78176,                0.73337,                0.70661,                0.77729,                  0.629,                0.68882,                 0.5044,                0.79165,              0.0048025,              0.0048025,              0.0048025
                    213,                0.55475,                0.33796,                0.77918,                0.73267,                0.71586,                0.77657,                0.62764,                0.68843,                0.50377,                 0.7917,              0.0047778,              0.0047778,              0.0047778
                    214,                0.53776,                0.32234,                0.78405,                0.73257,                0.70705,                0.77683,                0.62796,                0.68844,                0.50377,                0.79168,               0.004753,               0.004753,               0.004753
                    215,                0.56802,                0.33812,                0.78507,                0.73268,                0.70763,                0.77698,                0.62855,                0.68763,                0.50443,                0.79151,              0.0047283,              0.0047283,              0.0047283
                    216,                0.53395,                0.33677,                0.78395,                0.73272,                0.70761,                0.77805,                0.62829,                0.68748,                0.50486,                0.79148,              0.0047035,              0.0047035,              0.0047035
                    217,                0.55547,                0.33915,                0.77971,                0.73112,                0.70805,                0.77815,                 0.6294,                0.68785,                0.50462,                0.79164,              0.0046788,              0.0046788,              0.0046788
                    218,                0.55506,                0.32487,                0.78347,                0.73038,                0.71707,                0.77787,                0.62827,                0.68717,                0.50383,                0.79163,               0.004654,               0.004654,               0.004654
                    219,                0.55494,                 0.3341,                0.78149,                0.73089,                0.71689,                0.77773,                0.62819,                0.68748,                0.50462,                 0.7916,              0.0046293,              0.0046293,              0.0046293
                    220,                 0.5375,                 0.3346,                0.78334,                0.73053,                0.71658,                 0.7764,                0.62694,                0.68727,                0.50465,                0.79154,              0.0046045,              0.0046045,              0.0046045
                    221,                0.52658,                0.32213,                0.78241,                0.73185,                0.71615,                0.77628,                0.62604,                0.68731,                0.50527,                 0.7915,              0.0045798,              0.0045798,              0.0045798
                    222,                0.55218,                0.32645,                0.78541,                0.73197,                0.71609,                0.77614,                0.62561,                0.68774,                0.50562,                0.79157,               0.004555,               0.004555,               0.004555
                    223,                0.52529,                0.32125,                 0.7717,                0.73147,                0.71612,                0.77587,                0.62617,                0.68697,                0.50475,                0.79152,              0.0045303,              0.0045303,              0.0045303
                    224,                0.53914,                0.32838,                0.78267,                0.73135,                 0.7166,                 0.7763,                0.62566,                0.68766,                0.50498,                0.79159,              0.0045055,              0.0045055,              0.0045055
                    225,                0.50783,                0.31468,                0.77847,                0.73041,                0.71725,                0.77622,                0.62575,                0.68824,                0.50565,                0.79149,              0.0044808,              0.0044808,              0.0044808
                    226,                0.54107,                0.32556,                0.77852,                0.72871,                0.71729,                0.77559,                0.62472,                0.68792,                0.50493,                0.79165,               0.004456,               0.004456,               0.004456
                    227,                0.51699,                0.31664,                0.78201,                0.72753,                0.71754,                0.77554,                0.62431,                0.68848,                0.50486,                0.79171,              0.0044313,              0.0044313,              0.0044313
                    228,                 0.5336,                0.32077,                0.78641,                0.72734,                0.71765,                0.77619,                0.62487,                 0.6882,                0.50493,                0.79165,              0.0044065,              0.0044065,              0.0044065
